Gene	count_concord	unique_hg38	unique_hg19
MS4A3	31	0	0
MS4A4A	41	0	0
MS4A5	27	0	0
MS4A6A	47	0	0
MS4A6E	22	0	0
MS4A7	36	0	0
MS4A8	38	0	0
MSANTD1	56	0	0
MSANTD2	20	0	0
MSANTD3	15	0	0
MSANTD3-TMEFF1	64	0	0
MSANTD4	10	0	0
MSC	16	0	0
MSC-AS1	63	0	0
MSGN1	20	0	0
MSH2	114	0	0
MSH3	142	0	0
MSH4	113	0	0
MSH5	29	0	0
MSH5-SAPCD1	78	0	0
MSH6	127	0	0
MSI1	70	0	0
MSI2	68	0	0
MSL1	36	0	0
MSL2	39	0	0
MSLN	205	0	0
MSMB	16	0	0
MSMO1	35	0	0
MSMP	19	0	0
MSR1	104	0	0
MSRA	63	0	0
MSRB1	30	0	0
MSRB2	28	0	0
MSRB3	34	0	0
MSS51	49	0	0
MST1	77	1	2
MST1R	117	0	0
MSTN	24	0	0
MSTO1	35	0	0
MSTO2P	29	0	0
MSX1	41	0	0
MSX2	28	0	0
MSX2P1	2	0	0
MT1A	17	0	0
MT1B	21	0	0
MT1E	16	0	0
MT1F	16	0	0
MT1G	33	0	0
MT1H	24	0	0
MT1M	28	0	0
MT1X	31	0	0
MT2A	12	0	0
MT3	9	0	0
MT4	19	0	0
MTA1	171	0	0
MTA2	76	0	0
MTA3	62	0	0
MTAP	43	0	0
MTBP	92	0	0
MTCH1	103	0	0
MTCH2	47	0	0
MTCL1	208	0	0
MTDH	56	0	0
MTERF1	58	0	0
MTERF2	19	0	0
MTERF3	32	0	0
MTERF4	84	0	0
MTF1	49	0	0
MTF2	50	0	0
MTFMT	55	0	0
MTFP1	34	0	1
MTFR1	34	0	0
MTFR1L	28	0	0
MTFR2	45	0	0
MTG1	112	0	0
MTG2	70	0	0
MTHFD1	107	0	0
MTHFD1L	165	0	0
MTHFD2	40	0	0
MTHFD2L	41	0	0
MTHFR	136	0	0
MTHFS	36	0	0
MTHFSD	90	0	0
MTIF2	90	0	0
MTIF3	12	0	0
MTMR10	71	0	0
MTMR11	94	0	0
MTMR12	66	0	0
MTMR14	123	0	0
MTMR2	85	0	0
MTMR3	76	0	0
MTMR4	92	0	0
MTMR6	59	0	0
MTMR7	107	0	0
MTMR9	103	0	0
MTNR1A	28	0	0
MTNR1B	35	0	0
MTO1	62	0	0
MTOR	294	0	0
MTOR-AS1	8	0	0
MTPAP	55	0	0
MTPN	59	0	0
MTR	186	0	0
MTRF1	42	0	0
MTRF1L	52	0	0
MTRNR2L9	0	1	0
MTRR	126	0	0
MTSS1	105	0	0
MTTP	111	0	0
MTURN	23	0	0
MTUS1	210	0	0
MTUS2	141	0	0
MTUS2-AS1	8	0	0
MTX1	36	0	0
MTX2	44	0	0
MTX3	39	0	0
MUC1	52	0	0
MUC13	54	1	0
MUC15	47	0	0
MUC16	1360	5	2
MUC17	446	0	0
MUC19	692	0	0
MUC2	575	17	9
MUC20	109	1	1
MUC21	66	2	2
MUC4	336	740	80
MUC5AC	142	5	3
MUC5B	1117	0	1
MUC6	328	13	40
MUC7	43	0	0
MUCL1	30	0	0
MUL1	38	0	0
MUS81	70	0	0
MUSK	92	0	0
MUSTN1	28	0	0
MUTYH	80	0	0
MVB12A	62	0	0
MVB12B	58	0	0
MVD	109	0	0
MVK	57	0	0
MVP	89	0	0
MX1	105	0	0
MX2	103	0	0
MXD1	36	0	0
MXD3	52	0	0
MXD4	23	0	0
MXI1	34	0	0
MXRA7	36	0	0
MXRA8	77	0	0
MYADM	84	0	0
MYADML2	52	0	0
MYB	78	0	0
MYBBP1A	291	0	0
MYBL1	50	0	0
MYBL2	83	0	0
MYBPC1	182	0	0
MYBPC2	226	0	0
MYBPC3	211	0	0
MYBPH	60	0	0
MYBPHL	79	0	0
MYC	34	0	0
MYCBP	4	0	0
MYCBP2	374	0	0
MYCBP2-AS1	22	0	0
MYCBPAP	143	0	0
MYCL	36	0	0
MYCN	19	0	0
MYCNUT	12	0	0
MYCT1	13	0	0
MYD88	22	0	0
MYDGF	59	0	0
MYEF2	64	0	0
MYEOV	30	0	0
MYF5	25	0	0
MYF6	27	0	0
MYH1	100	0	0
MYH10	205	0	0
MYH11	336	0	0
MYH13	245	0	0
MYH14	348	0	0
MYH15	237	0	0
MYH2	87	0	0
MYH3	235	0	0
MYH4	99	0	0
MYH6	311	0	0
MYH7	212	0	0
MYH7B	342	0	0
MYH8	103	0	0
MYH9	309	0	0
MYHAS	414	0	0
MYL1	45	0	0
MYL10	36	0	0
MYL12A	11	0	0
MYL12B	27	0	0
MYL2	60	0	0
MYL3	30	0	0
MYL4	43	0	0
MYL5	59	0	0
MYL6	38	0	0
MYL6B	23	0	0
MYL7	43	0	0
MYL9	9	0	0
MYLIP	46	0	0
MYLK	238	0	0
MYLK-AS1	23	0	0
MYLK2	71	0	0
MYLK3	78	0	0
MYLK4	85	0	0
MYLPF	29	0	0
MYMK	49	0	0
MYNN	39	0	0
MYO10	292	0	1
MYO15A	416	0	0
MYO16	230	0	0
MYO16-AS1	1	0	0
MYO18A	259	0	0
MYO18B	389	0	0
MYO19	167	2	2
MYO1A	155	0	0
MYO1B	157	0	0
MYO1C	261	0	0
MYO1D	136	0	0
MYO1E	177	0	0
MYO1F	216	0	0
MYO1G	128	0	0
MYO1H	159	0	0
MYO3A	217	0	0
MYO3B	222	0	0
MYO5A	214	0	0
MYO5B	275	0	0
MYO5C	223	0	0
MYO6	143	0	0
MYO7A	465	0	1
MYO7B	384	0	0
MYO9A	214	0	0
MYO9B	365	0	1
MYOC	41	0	0
MYOCD	80	0	0
MYOD1	28	0	0
MYOF	356	0	0
MYOG	38	0	0
MYOM1	265	0	0
MYOM2	444	18	13
MYOM3	294	0	0
MYOT	43	0	0
MYOZ1	25	0	0
MYOZ2	38	0	0
MYOZ3	40	0	0
MYPN	160	0	0
MYPOP	31	0	0
MYRF	145	0	0
MYRIP	73	0	0
MYSM1	105	0	0
MYT1	161	0	0
MYT1L	130	0	0
MYZAP	57	0	0
MZB1	23	0	0
MZF1	63	0	0
MZF1-AS1	15	0	0
MZT1	22	0	0
MZT2A	63	0	0
MZT2B	68	0	0
N4BP2	129	0	0
N4BP2L1	23	0	0
N4BP2L2	79	0	0
N4BP3	55	0	0
N6AMT1	35	0	0
NAA11	17	0	0
NAA15	92	0	0
NAA16	78	0	0
NAA20	31	0	0
NAA25	93	0	0
NAA30	28	0	0
NAA35	112	0	0
NAA38	23	0	0
NAA40	44	0	0
NAA50	29	0	0
NAA60	53	0	0
NAAA	66	0	0
NAALAD2	117	0	0
NAALADL1	87	0	0
NAALADL2	84	0	0
NAALADL2-AS2	5	0	0
NAALADL2-AS3	5	0	0
NAB1	34	0	0
NAB2	53	0	0
NABP1	35	0	0
NABP2	12	0	0
NACA	164	0	2
NACA2	18	0	0
NACAD	121	0	0
NACC1	34	0	0
NACC2	48	21	0
NADK	127	0	0
NADK2	51	0	0
NADSYN1	161	0	0
NAE1	61	0	0
NAF1	40	0	0
NAGA	68	0	0
NAGK	62	0	0
NAGLU	55	0	0
NAGPA	88	0	0
NAGPA-AS1	8	0	0
NAGS	44	0	0
NAIF1	18	0	0
NAIP	30	0	1
NALCN	211	0	0
NALCN-AS1	9	0	0
NAMA	41	0	0
NAMPT	57	0	0
NANOG	29	0	0
NANOGNB	10	0	0
NANOS1	86	0	0
NANOS2	11	0	0
NANOS3	16	0	0
NANP	16	0	0
NANS	61	0	0
NAP1L1	59	0	0
NAP1L4	59	0	0
NAP1L5	20	0	0
NAPA	26	0	0
NAPA-AS1	42	0	0
NAPB	51	0	0
NAPEPLD	28	0	0
NAPG	43	0	0
NAPRT	96	0	0
NAPSA	57	0	0
NARF	80	0	0
NARS2	93	0	0
NASP	75	0	0
NAT1	73	0	0
NAT10	150	0	0
NAT14	16	0	0
NAT16	27	0	0
NAT2	27	0	0
NAT8	35	0	0
NAT8B	37	0	0
NAT8L	21	0	0
NAT9	43	0	0
NATD1	12	0	0
NAV1	86	0	0
NAV2	286	0	0
NAV2-AS2	13	0	0
NAV3	211	0	0
NAXD	70	0	0
NAXE	32	0	0
NBAS	347	0	0
NBEA	288	0	0
NBEAL1	229	0	0
NBEAL2	268	0	0
NBEAP1	11	0	0
NBL1	31	0	0
NBN	100	0	0
NBPF1	104	15	32
NBPF10	393	50	48
NBPF11	21	159	0
NBPF12	2	21	1
NBPF14	0	15	41
NBPF15	14	37	1
NBPF20	412	30	104
NBPF3	96	0	0
NBPF4	44	0	0
NBPF6	41	0	0
NBPF7	79	0	0
NBPF8	34	0	150
NBPF9	36	127	216
NBR1	89	0	0
NBR2	11	0	0
NCALD	12	0	0
NCAM1	118	0	2
NCAM1-AS1	13	0	0
NCAM2	109	0	0
NCAN	97	0	0
NCAPD2	193	0	0
NCAPD3	232	0	0
NCAPG	103	0	0
NCAPG2	138	0	0
NCAPH	90	0	0
NCAPH2	134	0	0
NCBP1	101	0	0
NCBP2	24	0	0
NCBP2-AS1	4	0	0
NCBP3	78	0	0
NCCRP1	45	0	0
NCDN	29	0	0
NCEH1	33	0	0
NCF1	41	7	5
NCF1C	45	14	10
NCF2	77	0	0
NCF4	54	0	0
NCF4-AS1	30	0	0
NCK1	19	0	0
NCK2	29	0	0
NCKAP1	111	0	0
NCKAP1L	112	0	0
NCKAP5	172	0	0
NCKAP5L	119	0	0
NCKIPSD	72	0	0
NCL	156	0	0
NCLN	122	0	0
NCMAP	20	0	0
NCOA1	92	0	0
NCOA2	125	0	0
NCOA3	131	0	0
NCOA4	76	0	0
NCOA5	39	0	0
NCOA6	105	0	0
NCOA7	70	0	0
NCOA7-AS1	5	0	0
NCOR1	224	0	0
NCOR2	502	0	0
NCR1	37	2	2
NCR2	57	0	0
NCR3	41	0	0
NCS1	55	0	0
NCSTN	117	0	0
NDC1	78	0	0
NDC80	62	0	0
NDE1	154	0	0
NDEL1	30	0	0
NDFIP1	23	0	0
NDFIP2	28	0	0
NDFIP2-AS1	1	0	0
NDN	17	0	0
NDNF	36	0	0
NDOR1	108	0	0
NDRG1	101	0	0
NDRG2	96	0	0
NDRG3	52	0	0
NDRG4	82	0	0
NDST1	113	0	0
NDST2	67	0	0
NDST3	78	0	0
NDST4	89	0	0
NDUFA10	125	0	0
NDUFA11	23	0	0
NDUFA12	23	0	0
NDUFA13	46	0	0
NDUFA2	14	0	0
NDUFA3	35	0	0
NDUFA4	17	0	0
NDUFA4L2	15	0	0
NDUFA5	23	0	0
NDUFA6	23	0	0
NDUFA7	32	0	0
NDUFA8	28	0	0
NDUFA9	65	0	0
NDUFAB1	22	0	0
NDUFAF1	27	0	0
NDUFAF2	29	0	0
NDUFAF3	24	0	0
NDUFAF4	23	0	0
NDUFAF4P1	1	0	0
NDUFAF5	49	0	0
NDUFAF6	46	0	0
NDUFAF7	76	0	0
NDUFAF8	22	0	0
NDUFB1	20	0	0
NDUFB10	55	0	0
NDUFB2	11	0	0
NDUFB2-AS1	9	0	0
NDUFB3	8	0	0
NDUFB4	16	0	0
NDUFB5	19	0	0
NDUFB6	59	0	0
NDUFB7	37	1	0
NDUFB8	31	0	0
NDUFB9	32	0	0
NDUFC1	22	0	0
NDUFC2	18	0	0
NDUFC2-KCTD14	32	0	0
NDUFS1	74	0	0
NDUFS2	66	0	0
NDUFS3	35	0	0
NDUFS4	28	0	0
NDUFS5	12	0	0
NDUFS6	33	0	0
NDUFS7	72	0	0
NDUFS8	34	0	0
NDUFV1	87	0	0
NDUFV2	28	0	0
NDUFV2-AS1	17	0	0
NDUFV3	63	0	0
NEAT1	9	0	0
NEB	910	0	0
NEBL	221	0	0
NECAB1	59	0	0
NECAB2	198	0	0
NECAB3	84	0	0
NECAP1	26	0	0
NECAP2	38	0	0
NECTIN1	102	0	0
NECTIN2	79	0	0
NECTIN3	51	0	0
NECTIN4	60	0	0
NEDD1	102	0	0
NEDD4	186	0	0
NEDD4L	155	0	0
NEDD8	18	0	0
NEDD8-MDP1	30	0	0
NEDD9	89	1	0
NEFH	76	0	0
NEFL	42	0	1
NEFM	58	0	0
NEGR1	37	0	0
NEIL1	47	0	0
NEIL2	48	0	0
NEIL3	82	0	0
NEK1	134	0	0
NEK10	196	0	0
NEK11	85	0	0
NEK2	50	0	0
NEK3	78	2	1
NEK4	76	0	0
NEK5	85	0	0
NEK6	51	0	0
NEK7	55	0	0
NEK9	117	0	0
NELFA	71	0	0
NELFB	94	0	0
NELFCD	68	0	0
NELFE	36	0	0
NELL1	127	0	0
NELL2	106	0	0
NEMF	141	0	0
NEMP1	45	0	0
NEMP2	19	0	0
NENF	23	0	0
NEO1	128	0	0
NEPRO	77	0	0
NES	94	0	0
NET1	76	0	0
NETO1	57	0	0
NETO2	45	0	0
NEU1	30	0	0
NEU2	34	0	0
NEU3	40	0	0
NEU4	116	0	0
NEURL1	43	0	0
NEURL1-AS1	7	0	0
NEURL1B	22	0	0
NEURL2	24	0	0
NEURL4	152	0	0
NEUROD1	15	0	0
NEUROD2	22	0	0
NEUROD4	69	0	0
NEUROD6	13	0	0
NEUROG1	23	0	0
NEUROG2	8	0	0
NEUROG3	20	0	0
NEXN	62	0	0
NF1	260	0	0
NF2	69	0	0
NFAM1	63	0	0
NFASC	238	0	0
NFAT5	101	0	0
NFATC1	166	0	0
NFATC2	109	0	0
NFATC2IP	35	0	0
NFATC3	76	0	0
NFATC4	101	0	0
NFE2	27	0	0
NFE2L1	43	0	0
NFE2L2	47	0	0
NFE2L3	74	0	0
NFIA	61	0	0
NFIA-AS2	3	0	0
NFIB	69	0	0
NFIC	102	1	0
NFIL3	29	0	0
NFIX	36	0	0
NFKB1	102	0	0
NFKB2	79	0	0
NFKBIA	51	0	0
NFKBIB	50	0	0
NFKBIE	50	0	0
NFKBIL1	21	0	0
NFKBIZ	67	0	0
NFRKB	187	0	0
NFS1	51	0	0
NFU1	26	0	0
NFX1	88	0	0
NFXL1	50	0	0
NFYA	22	0	0
NFYB	17	0	0
NFYC	66	0	0
NGB	22	0	0
NGDN	63	0	0
NGEF	115	0	0
NGF	16	0	0
NGFR	32	0	0
NGLY1	76	0	0
NGRN	40	0	0
NHEJ1	53	0	0
NHLH1	45	0	0
NHLH2	114	0	0
NHLRC1	31	0	0
NHLRC2	65	0	0
NHLRC3	57	0	0
NHLRC4	27	0	0
NHP2	36	0	0
NHSL1	139	0	0
NICN1	34	0	0
NID1	185	0	0
NID2	197	0	0
NIF3L1	47	0	0
NIFK	48	0	0
NIFK-AS1	17	0	0
NIM1K	41	0	0
NIN	222	0	0
NINJ1	42	0	0
NINJ2	24	0	0
NINL	197	0	0
NIP7	26	0	0
NIPA1	24	0	0
NIPA2	28	0	0
NIPAL1	33	0	0
NIPAL2	55	0	0
NIPAL3	78	0	0
NIPAL4	54	0	0
NIPBL	192	0	0
NIPSNAP1	52	0	0
NIPSNAP2	40	0	0
NIPSNAP3A	35	0	0
NIPSNAP3B	35	0	0
NISCH	167	0	0
NIT1	39	0	0
NIT2	45	0	0
NKAIN1	39	0	0
NKAIN2	36	0	0
NKAIN3	28	0	0
NKAIN4	60	0	0
NKAPL	34	0	0
NKD1	53	0	0
NKD2	104	0	0
NKG7	31	0	0
NKILA	5	0	0
NKIRAS1	18	0	0
NKIRAS2	9	0	0
NKPD1	60	0	0
NKTR	54	0	0
NKX1-2	37	0	0
NKX2-1	20	0	0
NKX2-1-AS1	7	0	0
NKX2-2	27	0	0
NKX2-3	14	0	0
NKX2-4	12	0	0
NKX2-5	32	0	0
NKX2-6	33	0	0
NKX2-8	25	0	0
NKX3-1	33	0	0
NKX3-2	27	0	0
NKX6-1	32	0	0
NKX6-2	12	0	0
NKX6-3	16	0	0
NLE1	82	0	0
NLGN1	46	0	0
NLGN2	67	0	0
NLK	55	0	0
NLN	67	0	0
NLRC3	157	0	1
NLRC4	75	0	0
NLRC5	318	0	0
NLRP1	207	0	0
NLRP10	42	0	0
NLRP11	108	0	0
NLRP12	133	0	0
NLRP13	160	0	0
NLRP14	109	0	0
NLRP2	205	0	0
NLRP3	104	0	0
NLRP4	124	0	0
NLRP5	213	0	0
NLRP6	100	0	0
NLRP7	145	0	0
NLRP8	137	0	0
NLRP9	123	0	0
NLRX1	124	0	0
NMB	22	0	0
NMBR	37	0	0
NMD3	66	0	0
NME1	30	0	0
NME1-NME2	34	0	0
NME2	11	0	0
NME3	33	0	0
NME4	70	0	0
NME5	25	0	0
NME6	28	0	0
NME7	65	0	0
NME8	97	0	0
NME9	59	0	0
NMI	39	0	0
NMNAT1	22	0	0
NMNAT2	39	0	0
NMNAT3	14	0	0
NMRAL1	53	0	0
NMRK1	41	0	0
NMRK2	23	0	0
NMS	47	0	0
NMT1	82	0	0
NMT2	86	0	0
NMU	49	0	0
NMUR1	44	0	0
NMUR2	51	0	0
NNAT	14	0	0
NNMT	29	0	0
NNT	127	0	0
NOA1	74	0	0
NOB1	64	0	0
NOBOX	83	0	0
NOC2L	206	0	0
NOC3L	95	0	0
NOC4L	170	1	0
NOCT	31	0	0
NOD1	99	0	0
NOD2	127	0	0
NODAL	30	0	0
NOG	24	0	0
NOL10	121	0	0
NOL11	88	0	0
NOL12	41	0	0
NOL4	59	0	0
NOL4L	85	0	0
NOL6	169	0	0
NOL7	56	0	0
NOL8	106	0	0
NOL9	73	0	0
NOLC1	64	0	0
NOM1	128	0	0
NOMO1	183	0	0
NOMO2	103	0	10
NOMO3	98	0	0
NOP10	16	0	0
NOP14	86	0	0
NOP14-AS1	60	0	0
NOP16	32	0	0
NOP2	95	0	0
NOP53	129	0	0
NOP53-AS1	5	0	0
NOP56	115	0	0
NOP58	80	0	0
NOP9	81	0	0
NOS1	177	0	0
NOS1AP	52	0	0
NOS2	141	0	0
NOS3	177	0	0
NOSIP	43	0	0
NOSTRIN	75	0	0
NOTCH1	419	0	0
NOTCH2	182	1	6
NOTCH3	213	0	0
NOTCH4	216	0	0
NOTO	27	0	0
NOTUM	84	0	0
NOVA1	36	0	0
NOVA2	29	0	0
NOX3	74	0	0
NOX4	97	0	0
NOX5	50	0	0
NOXA1	96	0	0
NOXO1	51	0	0
NOXRED1	39	0	0
NPAP1	173	0	0
NPAS1	80	0	0
NPAS2	132	0	0
NPAS3	90	0	0
NPAS4	62	0	0
NPAT	116	0	0
NPB	10	0	0
NPBWR1	19	0	0
NPBWR2	41	0	0
NPC1	199	0	0
NPC1L1	159	0	0
NPC2	29	0	0
NPDC1	62	0	0
NPEPL1	30	0	0
NPEPPS	78	1	3
NPFF	14	0	0
NPFFR1	41	0	0
NPFFR2	54	0	0
NPHP1	83	0	0
NPHP3	50	0	0
NPHP3-ACAD11	226	0	0
NPHP3-AS1	1	0	0
NPHP4	287	0	0
NPHS1	196	0	0
NPHS2	63	0	0
NPIPB15	32	0	0
NPIPB5	21	0	0
NPL	39	0	0
NPLOC4	107	0	0
NPM1	63	0	0
NPM2	45	0	0
NPM3	27	0	0
NPNT	81	0	0
NPPA	15	0	0
NPPB	23	0	0
NPPC	19	0	0
NPR1	130	0	0
NPR2	81	0	0
NPR3	107	0	0
NPRL2	27	0	0
NPRL3	88	0	2
NPS	18	0	0
NPSR1	56	0	0
NPSR1-AS1	38	0	1
NPTN	42	0	0
NPTX1	49	0	0
NPTX2	28	0	0
NPTXR	37	0	0
NPVF	27	0	0
NPW	14	0	0
NPY	16	0	0
NPY1R	12	0	0
NPY2R	48	0	0
NPY4R	9	16	27
NPY4R2	9	0	23
NPY5R	18	0	0
NQO1	47	0	0
NQO2	62	0	0
NR0B2	17	0	0
NR1D1	57	0	0
NR1D2	59	0	0
NR1H2	85	0	0
NR1H3	56	0	0
NR1H4	48	0	0
NR1I2	75	0	0
NR1I3	46	0	0
NR2C1	68	0	0
NR2C2	75	0	0
NR2C2AP	25	0	0
NR2E1	42	0	0
NR2E3	66	0	1
NR2F1	9	0	0
NR2F2	20	0	0
NR2F2-AS1	2	0	0
NR2F6	27	0	0
NR3C1	41	0	0
NR3C2	62	0	0
NR4A1	74	0	1
NR4A2	33	0	0
NR4A3	46	0	0
NR5A1	222	0	0
NR5A2	93	0	0
NR6A1	53	0	0
NRAP	273	0	0
NRARP	6	0	0
NRAS	14	0	0
NRBF2	29	0	0
NRBP1	57	0	0
NRBP2	57	0	0
NRCAM	149	0	0
NRDC	135	0	0
NRDE2	124	0	0
NREP	15	0	0
NREP-AS1	8	0	0
NRF1	54	0	0
NRG1	124	0	0
NRG2	81	0	0
NRG3	50	0	0
NRG3-AS1	10	0	0
NRG4	14	0	0
NRGN	11	0	0
NRIP1	54	0	0
NRIP2	47	0	0
NRIP3	42	0	0
NRL	19	0	0
NRM	36	1	0
NRN1	40	0	0
NRN1L	21	0	0
NRP1	114	0	0
NRP2	112	0	0
NRROS	42	0	0
NRSN1	27	0	0
NRSN2	32	0	0
NRTN	12	0	0
NRXN1	175	0	0
NRXN2	122	0	0
NRXN3	82	0	0
NSA2	35	0	0
NSD1	143	0	0
NSD2	155	0	0
NSD3	95	0	0
NSF	47	0	0
NSFL1C	50	0	0
NSG1	35	0	0
NSL1	39	0	0
NSMAF	170	0	0
NSMCE1	42	0	0
NSMCE2	30	0	0
NSMCE3	31	0	0
NSMCE4A	53	0	0
NSMF	108	0	0
NSRP1	58	0	0
NSUN2	128	0	0
NSUN3	23	0	0
NSUN4	52	0	0
NSUN5	77	0	0
NSUN5P1	36	4	2
NSUN5P2	51	3	0
NSUN6	71	0	0
NSUN7	80	0	0
NT5C	26	0	0
NT5C1A	42	0	0
NT5C1B	93	0	0
NT5C1B-RDH14	106	0	0
NT5C2	77	0	0
NT5C3A	51	0	0
NT5C3B	46	0	0
NT5DC1	74	0	0
NT5DC2	86	0	0
NT5DC3	66	0	0
NT5DC4	129	0	0
NT5E	61	0	0
NT5M	29	0	0
NTAN1	49	0	0
NTF3	28	0	0
NTF4	18	0	0
NTHL1	44	0	0
NTM	73	0	0
NTMT1	49	0	0
NTN1	74	0	0
NTN3	31	0	0
NTN4	58	0	0
NTN5	27	0	0
NTNG1	49	0	0
NTNG2	56	0	0
NTPCR	35	0	0
NTRK1	238	0	0
NTRK2	91	0	0
NTRK3	107	0	0
NTRK3-AS1	1	0	0
NTS	25	0	0
NTSR1	92	0	0
NTSR2	48	0	0
NUAK1	64	0	0
NUAK2	72	0	0
NUB1	92	0	0
NUBP1	61	0	0
NUBP2	63	0	0
NUBPL	61	0	0
NUCB1	73	0	0
NUCB1-AS1	13	0	0
NUCB2	41	0	0
NUCKS1	24	0	0
NUDC	47	0	0
NUDCD1	58	0	0
NUDCD2	27	0	0
NUDCD3	31	0	0
NUDT1	49	0	0
NUDT12	49	0	0
NUDT13	40	0	0
NUDT14	35	0	0
NUDT15	21	0	0
NUDT16	23	0	0
NUDT16L1	24	0	0
NUDT17	53	2	1
NUDT18	29	0	0
NUDT19	48	0	0
NUDT2	7	0	0
NUDT21	31	0	0
NUDT22	41	0	0
NUDT3	27	0	0
NUDT4	5	1	0
NUDT4P2	13	0	8
NUDT5	65	0	0
NUDT6	27	0	0
NUDT7	39	0	0
NUDT8	21	0	0
NUDT9	37	0	0
NUF2	51	0	0
NUFIP1	64	0	0
NUFIP2	39	0	0
NUGGC	128	0	0
NUMA1	193	0	0
NUMB	49	0	0
NUMBL	82	0	0
NUP107	121	0	0
NUP133	153	0	0
NUP153	135	0	0
NUP155	172	0	0
NUP160	153	0	0
NUP188	212	1	0
NUP205	213	0	0
NUP210	267	0	0
NUP210L	173	0	0
NUP214	231	0	0
NUP35	54	0	0
NUP37	39	0	0
NUP43	32	0	0
NUP50	34	0	0
NUP54	55	0	0
NUP58	88	0	0
NUP62	38	0	0
NUP85	102	0	0
NUP88	123	0	0
NUP93	132	0	0
NUP98	230	0	0
NUPR1	15	0	0
NUPR2	9	0	0
NUS1	28	0	0
NUSAP1	49	0	0
NUTF2	15	0	0
NUTM1	106	0	0
NUTM2A	71	0	0
NUTM2B	69	0	0
NUTM2B-AS1	30	0	0
NUTM2D	61	1	0
NUTM2F	111	0	0
NUTM2G	111	0	0
NVL	110	0	0
NWD1	184	0	0
NWD2	86	0	0
NXF1	102	0	0
NXN	61	0	0
NXNL1	27	0	0
NXNL2	40	0	0
NXPE1	45	0	0
NXPE2	55	0	0
NXPE3	34	0	0
NXPE4	55	0	0
NXPH1	24	0	0
NXPH2	14	0	0
NXPH3	14	0	0
NXPH4	31	0	0
NXT1	16	0	0
NYAP1	75	0	0
NYAP2	51	0	0
NYNRIN	106	0	0
OAF	31	0	0
OARD1	34	0	0
OAS1	54	0	0
OAS2	73	0	0
OAS3	144	0	0
OASL	56	0	0
OAT	57	0	0
OAZ1	64	0	0
OAZ2	23	0	0
OAZ3	35	0	0
OBP2A	93	0	0
OBP2B	112	0	1
OBSCN	1192	0	0
OBSCN-AS1	10	0	0
OBSL1	276	0	0
OC90	109	0	0
OCA2	176	0	0
OCEL1	54	0	0
OCIAD1	19	0	0
OCIAD1-AS1	4	0	0
OCIAD2	38	0	0
OCLN	41	0	0
OCM	35	0	0
OCM2	22	0	0
OCSTAMP	42	0	0
ODAM	47	0	0
ODC1	58	0	0
ODF1	23	0	0
ODF2	42	0	0
ODF2L	94	0	0
ODF3	45	0	0
ODF3B	31	0	0
ODF3L1	35	0	0
ODF3L2	65	0	0
ODF4	26	0	0
OGDH	139	0	0
OGDHL	164	0	0
OGFOD1	54	0	0
OGFOD2	47	0	0
OGFOD3	96	0	0
OGFR	124	0	0
OGFR-AS1	7	0	0
OGFRL1	31	0	0
OGG1	69	0	0
OGN	19	0	0
OIP5	33	0	0
OIT3	57	0	0
OLA1	55	0	0
OLAH	19	0	0
OLFM1	78	0	0
OLFM2	43	0	0
OLFM3	55	0	0
OLFM4	37	0	0
OLFML1	42	0	0
OLFML2A	93	0	0
OLFML2B	77	0	0
OLFML3	44	0	0
OLIG1	41	0	0
OLIG2	55	0	0
OLIG3	22	0	0
OLR1	39	0	0
OMA1	76	0	0
OMD	16	0	0
OMG	12	0	0
OMP	20	0	0
ONECUT1	21	0	0
ONECUT2	21	0	0
ONECUT3	11	0	0
OOEP	20	0	0
OOSP2	19	0	0
OPA1	156	0	0
OPA1-AS1	9	0	0
OPA3	35	0	0
OPALIN	27	0	0
OPCML	49	0	0
OPLAH	201	0	1
OPN1SW	47	0	0
OPN3	32	0	0
OPN4	117	0	0
OPN5	47	0	0
OPRD1	31	0	0
OPRK1	30	0	0
OPRL1	40	0	0
OPRM1	130	0	0
OPRPN	17	0	0
OPTC	49	0	0
OPTN	80	0	0
OR10A2	28	0	0
OR10A3	23	0	0
OR10A4	33	0	0
OR10A5	38	0	0
OR10A6	30	0	0
OR10A7	29	0	0
OR10AD1	30	0	0
OR10AG1	31	0	0
OR10C1	39	0	0
OR10G2	41	4	3
OR10G3	29	0	0
OR10G4	48	0	0
OR10G7	45	0	0
OR10G8	32	0	0
OR10G9	59	0	0
OR10H2	35	0	0
OR10H3	27	0	0
OR10H4	27	0	0
OR10H5	49	0	0
OR10J1	34	0	0
OR10J3	27	0	0
OR10J5	17	0	0
OR10K1	31	0	0
OR10K2	37	0	0
OR10P1	28	0	0
OR10Q1	21	0	0
OR10R2	29	0	0
OR10S1	21	0	0
OR10T2	32	0	0
OR10V1	32	0	0
OR10W1	26	0	0
OR10X1	28	0	0
OR10Z1	24	0	0
OR11A1	22	0	0
OR11G2	33	0	0
OR11H1	0	28	30
OR11H12	36	0	0
OR11H4	28	0	0
OR11H6	30	0	0
OR11L1	36	0	0
OR12D2	39	0	0
OR12D3	19	0	0
OR13A1	40	0	0
OR13C2	40	0	0
OR13C3	25	0	0
OR13C4	24	0	0
OR13C5	46	0	0
OR13C8	26	0	0
OR13C9	24	0	0
OR13D1	43	0	0
OR13F1	22	0	0
OR13G1	22	0	0
OR13J1	29	0	0
OR14A16	26	0	0
